,Distrito/R.A.,Município,Freguesia,Inscritos,PS,PPD/PSD.CDS-PP.PPM,CH,IL,B.E.,PCP-PEV,L,PAN,ADN,PPD/PSD.CDS-PP,R.I.R.,JPP,PCTP/MRPP,ND,VP,E,MPT.A,PTP,NC,PPM,Brancos,Nulos,Votos,VP%,L%
445,Braga,Póvoa de Lanhoso,Águas Santas e Moure,598,183,111,65,19,14,6,7,5,5,,1,0,3,1,1,0,1,,0,,2,3,427,0.234192037470726,1.639344262295082
446,Braga,Póvoa de Lanhoso,Calvos e Frades,734,196,160,76,19,5,2,2,5,8,,2,0,1,4,0,0,1,,1,,4,12,498,0.0,0.40160642570281124
447,Braga,Póvoa de Lanhoso,Campos e Louredo,1460,350,296,194,44,25,7,13,10,21,,6,0,2,3,3,1,5,,1,,21,22,1024,0.29296875,1.26953125
448,Braga,Póvoa de Lanhoso,Covelas,397,118,88,44,10,10,7,6,3,8,,1,0,0,2,0,0,0,,0,,6,5,308,0.0,1.948051948051948
449,Braga,Póvoa de Lanhoso,Esperança e Brunhais,627,146,142,63,8,5,2,6,3,8,,0,0,0,3,2,0,0,,0,,3,2,393,0.5089058524173028,1.5267175572519085
450,Braga,Póvoa de Lanhoso,Ferreiros,349,106,76,33,5,3,1,2,1,6,,1,0,0,1,0,2,1,,0,,6,3,247,0.0,0.8097165991902834
451,Braga,Póvoa de Lanhoso,Fonte Arcada e Oliveira,1648,308,445,196,38,20,3,10,9,27,,8,0,5,4,1,0,0,,0,,28,7,1109,0.09017132551848513,0.9017132551848512
452,Braga,Póvoa de Lanhoso,Galegos,583,125,138,55,9,6,2,5,6,14,,0,0,1,3,0,0,0,,1,,7,3,375,0.0,1.3333333333333333
453,Braga,Póvoa de Lanhoso,Garfe,1115,212,231,120,34,16,8,13,7,14,,0,2,3,10,2,0,3,,2,,11,11,699,0.2861230329041488,1.859799713876967
454,Braga,Póvoa de Lanhoso,Geraz do Minho,539,173,126,47,13,10,5,4,3,8,,1,1,2,2,0,0,1,,0,,10,3,409,0.0,0.9779951100244498
455,Braga,Póvoa de Lanhoso,Lanhoso,736,123,206,82,18,13,1,7,10,8,,2,0,1,2,0,0,0,,0,,7,5,485,0.0,1.443298969072165
456,Braga,Póvoa de Lanhoso,Monsul,712,178,171,64,25,4,4,7,1,14,,2,0,0,6,0,0,0,,1,,10,3,490,0.0,1.4285714285714286
457,Braga,Póvoa de Lanhoso,Póvoa de Lanhoso (Nossa Senhora do Amparo),5249,1110,1129,582,194,124,30,68,47,64,,13,1,6,17,3,0,8,,1,,58,25,3480,0.08620689655172414,1.9540229885057472
458,Braga,Póvoa de Lanhoso,Rendufinho,666,132,157,76,10,4,4,4,4,14,,1,0,1,1,0,0,3,,0,,2,7,420,0.0,0.9523809523809523
459,Braga,Póvoa de Lanhoso,Santo Emilião,876,184,203,107,11,15,8,7,11,7,,3,0,3,3,0,0,2,,0,,9,4,577,0.0,1.2131715771230502
460,Braga,Póvoa de Lanhoso,São João de Rei,405,122,77,36,10,17,0,2,0,4,,1,0,0,0,0,0,0,,0,,7,0,276,0.0,0.7246376811594203
461,Braga,Póvoa de Lanhoso,Serzedelo,730,117,173,94,11,9,5,4,2,10,,1,0,0,0,1,1,0,,0,,7,8,443,0.22573363431151242,0.9029345372460497
462,Braga,Póvoa de Lanhoso,Sobradelo da Goma,728,118,174,77,11,3,3,3,4,19,,2,0,1,5,0,1,2,,0,,5,1,429,0.0,0.6993006993006993
463,Braga,Póvoa de Lanhoso,Taíde,1792,348,346,196,58,28,4,16,6,25,,2,2,3,8,0,0,2,,0,,30,12,1086,0.0,1.4732965009208103
464,Braga,Póvoa de Lanhoso,Travassos,638,126,171,64,20,8,2,5,8,5,,4,1,1,2,0,0,2,,0,,2,2,423,0.0,1.1820330969267139
465,Braga,Póvoa de Lanhoso,"Verim, Friande e Ajude",670,160,124,74,4,2,4,5,7,7,,1,0,1,1,1,0,0,,0,,2,3,396,0.25252525252525254,1.2626262626262625
466,Braga,Póvoa de Lanhoso,Vilela,623,121,178,71,18,6,0,2,2,4,,1,0,2,3,0,3,0,,0,,3,5,419,0.0,0.477326968973747
467,Braga,Terras de Bouro,Balança,308,52,91,39,8,7,4,4,3,6,,1,0,0,0,1,0,1,,0,,5,2,224,0.44642857142857145,1.7857142857142858
468,Braga,Terras de Bouro,Campo do Gerês,171,26,38,24,7,5,2,2,1,1,,0,0,1,0,0,0,0,,0,,1,0,108,0.0,1.8518518518518519
469,Braga,Terras de Bouro,Carvalheira,324,34,90,49,8,4,4,1,0,3,,1,0,1,1,0,0,0,,0,,7,0,203,0.0,0.49261083743842365
470,Braga,Terras de Bouro,Chamoim e Vilar,379,68,85,55,6,3,3,0,0,6,,1,0,0,0,1,0,0,,0,,8,5,241,0.4149377593360996,0.0
471,Braga,Terras de Bouro,Chorense e Monte,519,48,159,75,9,5,2,3,2,5,,4,3,4,2,0,0,0,,1,,3,3,328,0.0,0.9146341463414634
472,Braga,Terras de Bouro,Cibões e Brufe,325,21,97,35,4,4,0,2,1,5,,1,0,2,1,0,0,0,,0,,1,3,177,0.0,1.1299435028248588
473,Braga,Terras de Bouro,Covide,307,29,71,62,4,2,3,2,2,1,,0,0,1,0,1,0,1,,0,,5,2,186,0.5376344086021505,1.075268817204301
474,Braga,Terras de Bouro,Gondoriz,286,52,73,27,4,2,1,0,0,3,,4,0,0,1,0,0,0,,0,,3,1,171,0.0,0.0
475,Braga,Terras de Bouro,Moimenta,740,133,219,87,19,13,6,4,2,6,,0,0,2,3,1,0,1,,1,,11,2,510,0.19607843137254902,0.7843137254901961
476,Braga,Terras de Bouro,Ribeira,219,19,62,34,2,6,3,4,2,2,,2,0,0,0,0,0,0,,1,,6,1,144,0.0,2.7777777777777777
477,Braga,Terras de Bouro,Rio Caldo,788,104,259,73,18,9,4,2,2,9,,1,0,0,1,1,0,3,,0,,14,5,505,0.19801980198019803,0.39603960396039606
478,Braga,Terras de Bouro,Souto,477,74,128,90,11,9,6,5,5,7,,2,0,1,1,0,0,1,,0,,0,6,346,0.0,1.4450867052023122
479,Braga,Terras de Bouro,Valdosende,548,104,136,81,12,6,23,2,2,6,,0,0,3,3,1,1,0,,0,,6,2,388,0.25773195876288657,0.5154639175257731
480,Braga,Terras de Bouro,Vilar da Veiga,1092,219,233,131,20,15,21,10,9,17,,3,0,4,4,0,0,0,,0,,11,7,704,0.0,1.4204545454545454
481,Braga,Vieira do Minho,Anissó e Soutelo,368,73,106,34,5,5,5,0,2,6,,1,0,0,0,0,0,0,,1,,2,5,245,0.0,0.0
482,Braga,Vieira do Minho,Anjos e Vilar do Chão,567,105,179,58,14,3,6,6,0,10,,0,0,1,2,1,0,1,,0,,11,2,399,0.2506265664160401,1.5037593984962405
